id,ime
15959,Boris Vian
6410,Alice Munro
48305,Cornelius Ryan
10015,Kate Atkinson
622,Gary Chapman
7031,James Lee Burke
8167,Reynolds Price
4493,Eckhart Tolle
2934,Noah Gordon
60177,Guy Gavriel Kay
74263,John Rawls
6587,Tad Williams
41313,Susan Elizabeth Phillips
89552,Munro Leaf
70540,Ivan Doig
3500,Anna Quindlen
3180482,SubGenius Foundation
54711,Janell Cannon
27500,Angela Carter
184683,Willem Frederik Hermans
15991,William Gaddis
1367127,Carlos Fuentes
27861,Ian Falconer
95937,João Guimarães Rosa
114539,Mordecai Richler
5882,Stephen E. Ambrose
14033,Winston S. Churchill
82608,Rafael Sabatini
30681,Joseph Roth
47499,Paullina Simons
92064,Paul Gallico
3101,Barry Unsworth
26814,Anne Sexton
9074,Thich Nhat Hanh
63523,Alfred Korzybski
148413,Patrick Leigh Fermor
8835,Tim Powers
6568,James D. Bradley
7372,Philip Gourevitch
113561,Osamu Dazai
20404,Henry Adams
23012,Clifford D. Simak
47118,Nicholas Monsarrat
295289,Richard Hughes
236,Harold Bloom
32878,Michel Houellebecq
3098,Mark Bowden
7128,Jodi Picoult
367338,Nelson Mandela
41963,Neil Postman
17220,Nelson Algren
4370,Elizabeth Wurtzel
4152890,Daniil Kharms
12535,David Morrell
20560,Sheri S. Tepper
12470,Michael Connelly
10331,Ishmael Reed
5441368,Antal Szerb
18575,Malika Oufkir
7735,Irwin Shaw
18067,Georgette Heyer
25847,Lester Bangs
5310,Lois Lenski
3340,Spencer Johnson
139434,Oğuz Atay
31726,Marc Reisner
21508,John Cowper Powys
6356,Barack Obama
12447,Arnold Lobel
41588,Elizabeth Bishop
36686,Luther Blissett
10229,Christopher Isherwood
8644,Sylvia Nasar
25708,Gao Xingjian
8924,Lloyd Alexander
36378,Amin Maalouf
50873,L.J. Smith
10108,Roddy Doyle
1417512,J.G. Farrell
14079,Jay McInerney
67388,Forrest Carter
9325,Gertrude Stein
9399,Jeanette Winterson
26897,Anne Bishop
4174,Sherman Alexie
2951738,Noel Streatfeild
296340,Clint Catalyst
161460,Bill Knott
51575,Colette
174213,Cookie Mueller
44694,Harry Mulisch
66522,Guillaume Apollinaire
15128,Russell Banks
5559570,Louise Glück
60609,Eve Ensler
5376,Jack Vance
13705,George Selden
1847,Mark Kurlansky
9599,Paul Theroux
7625163,Tim LaHaye
36122,Patricia C. Wrede
9833,Iain Pears
7617,André Gide
48206,Karen Marie Moning
36812,Claire Huchet Bishop
6538289,David Mitchell
65974,Leon Trotsky
42288,Clyde Edgerton
1145220,J.I. Packer
2313,Louis de Bernières
14084,Jonathan Kozol
1025097,Patricia Cornwell
40311,Piers Paul Read
1216116,Ferenc Molnár
128607,Elfriede Jelinek
4402,Miguel Ruiz
153394,Suzanne Collins
569,Khaled Hosseini
11466,Markus Zusak
1943477,Kathryn Stockett
811,Yann Martel
706255,Stieg Larsson
498072,Audrey Niffenegger
1406384,John Green
24556,Sara Gruen
1050,Mark Haddon
316,Alice Sebold
941441,Stephenie Meyer
4039811,Veronica Roth
15872,Rick Riordan
150038,Cassandra Clare
815,Carlos Ruiz Zafón
2617,Jonathan Safran Foer
4711,Sue Monk Kidd
3275,Jeannette Walls
1194527,Mary Ann Shaffer
534082,Tim Butcher
11679,Elizabeth Gilbert
108424,Patrick Rothfuss
23613,Emma Donoghue
798,Steven D. Levitt
55215,Junot Díaz
2578,Jonathan Franzen
5869,Erik Larson
137902,Richelle Mead
22665,Diane Setterfield
8002,John Grogan
5918,Elizabeth Kostova
9987,Philippa Gregory
4370565,Erin Morgenstern
7136914,Ann Patchett
194531,Garth Stein
2383,Gillian Flynn
713,Lisa See
6876,Kim Edwards
8842,Susanna Clarke
27837,Greg Mortenson
15481463,William Paul Young
305400,Tatiana de Rosnay
2121,Michael Pollan
2633,Nicole Krauss
810254,Aravind Adiga
982213,David Wroblewski
28186,Anthony Doerr
5571,Lynne Truss
822,James Frey
7195,John Boyne
3956,Christopher Hitchens
211268,Geraldine Brooks
286014,Ki Longfellow
93353,Abraham Verghese
31712,Ernest Cline
18049968,Behrouz Hosseini
2940640,Rebecca Skloot
8349,Christopher Paolini
45922,Lionel Shriver
33,Edward P. Jones
1373880,Kristin Cashore
6540057,Andy Weir
348878,James Dashner
569269,Jay Asher
643126,Muriel Barbery
5791,Max Brooks
18907,Gregory David Roberts
287960,Randy Pausch
5151,Azar Nafisi
97313,Elizabeth Strout
2876763,Becca Fitzpatrick
17061,Charlaine Harris
13591,Leif Enger
13957,Scott Westerfeld
281810,Jojo Moyes
1257,Barbara Ehrenreich
49625,Jennifer Egan
14080,Colum McCann
3058,Augusten Burroughs
3046613,Ransom Riggs
58851,Hilary Mantel
38120,Brian Selznick
1421619,Jamie Ford
45315,Justin Cronin
4432,Jasper Fforde
10289,Dennis Lehane
374590,Chris Cleave
615274,Kate Morton
380,Eric Schlosser
46118,David Nicholls
2936493,Lauren Oliver
11291,Chimamanda Ngozi Adichie
4725841,E.L. James
22493,Irène Némirovsky
6578005,Salman Aditya
479779,John Ajvide Lindqvist
1304470,Ally Condie
769979,Åsne Seierstad
7956,Mary Roach
9355,Dean Koontz
1476,Doris Kearns Goodwin
375,Chuck Klosterman
7949493,Kia Carrington-Russell
2526,Libba Bray
3849415,Deborah Harkness
16272,Michel Faber
1063732,Paula Hawkins
56223,Joshua Ferris
295178,Gayle Forman
38550,Brandon Sanderson
2122,Sarah Vowell
2905297,Lauren Kate
7581,Kelley Armstrong
149883,Andrew Davidson
1330292,Maggie Stiefvater
2226,Alan Brennert
4859212,R.J. Palacio
1899600,Vicki Myron
24189,Ishmael Beah
3433047,Sarah J. Maas
9222,Emma McLaughlin
3380908,Pittacus Lore
7116,Cecelia Ahern
2895706,Kami Garcia
7471,D.B.C. Pierre
138825,Tana French
4684322,Marissa Meyer
978484,Lisa Genova
225944,Per Petterson
6649,Stephen Colbert
324620,Laini Taylor
6621980,Yuehai Xiao
15830,Sarah Dunant
120401,David Benioff
460979,Nancy Horan
3681,Ann Brashares
291916,Robert Fanney
3222554,Jonas Jonasson
60229,Ron Hall
38951,John Connolly
54493,Kristin Hannah
370361,Patrick Ness
16593,Sam Harris
14151,Craig Thompson
20248,J.R. Ward
1641,Nathaniel Philbrick
4208569,Rainbow Rowell
4808225,Dennis Sharpe
4251995,Ted Bernal Guevara
24689,Harlan Coben
3354538,Rom LcO&#39;Feer
8546,Julie Powell
36615,Adam Johnson
40563,Patricia Briggs
1041872,Patrick deWitt
3780,James Patterson
20411,Lawrence Hill
445303,Maria V. Snyder
4342215,Marie Lu
2747995,Mahbod Seraji
80212,C.J. Sansom
5309857,Rachel Joyce
363635,Linda Masemore Pirrung
200317,Alyson Noel
57983,Newt Scamander
3067074,Kathleen Grissom
7722020,Simon W. Clark
27857,Jenna Blum
2987125,Kiera Cass
2904306,Karl Marlantes
91,John Banville
9972,Julia Glass
4937879,Téa Obreht
776,Michael   Lewis
176372,Madeline Miller
7280844,Krassi Zourkova
49612,Ariana Franklin
4536964,Amor Towles
16759765,Thomas L. Friedman
9915,Ann Packer
4101935,Susan Cain
141301,Jonathan Littell
6571447,Hanya Yanagihara
17015,P.C. Cast
1895943,Graeme Simsion
196092,Patti Smith
4823432,Eowyn Ivey
19564,Neal Shusterman
7064545,Malala Yousafzai
34372,J.R. Moehringer
12444,Bill Willingham
16902,Mohsin Hamid
3064305,Hugh Howey
175855,Melissa Marr
3097905,Colleen Houck
1808111,Kenneth Jarrett Singleton
18235662,سید مرتضی مصطفوی
73149,Scott Lynch
3124443,David Dennis
57990,Kennilworthy Whisp
9212,Jennifer Weiner
2987,Sarah Dessen
3377941,Rick Yancey
7111,Walter Isaacson
167605,Guillermo del Toro
291620,Steven Galloway
155717,Cheryl Strayed
15543,Alan Hollinghurst
1226977,Paolo Bacigalupi
46245,Ayaan Hirsi Ali
2960227,Robin Sloan
6565853,Anastacia Moore
669810,Jeaniene Frost
65135,Daniel Woodrell
6468,Denis Johnson
181357,Stef Penney
4770,Tracy Kidder
13370,Emily Giffin
1563,Steven Johnson
142270,Lev Grossman
2786093,Emily St. John Mandel
2093764,Eleanor Catton
6697472,Aporva Kala
566874,Sarah Addison Allen
25839,Rob Sheffield
5755257,M.L. Stedman
10896,Eoin Colfer
290189,Paula McLain
3452783,Chad Harbach
49177,Shannon Hale
1125279,Stephen Douglass
83727,Steven Hall
4763,John Scalzi
5272674,Jenny  Lawson
767547,Lisa McMann
299121,Lloyd Jones
3465,Julia Child
11672,Ned Vizzini
1318,Susan Beth Pfeffer
9237,Jacqueline Carey
34713,Joseph O&#39;Connor
56224,Ally Carter
4476934,Jennifer L. Armentrout
12667,Jess Walter
7380291,S.S. Segran
8472193,Tyler Chase
886869,Brunonia Barry
63630,Beth Hoffman
6583811,Cristiane Serruya
3246397,Jean Kwok
1852,Monique Truong
4464118,Jamie McGuire
43784,Lian Hearn
8347,Garth Nix
338705,Catherynne M. Valente
27100,Michael Scott
3465954,Laurent Binet
24508,Salvador Plascencia
4126827,Michelle Hodkin
20357,Chelsea Handler
5105154,Chris Titus
7223069,Deepak Chaswal
6549865,Ashok  Kallarakkal
40851,Siri Hustvedt
8360,Nancy Farmer
60441,Nicholas D. Kristof
3509,Chris Bohjalian
3490,Lauren Weisberger
1431785,David Grann
7825,Ruth Ozeki
24732,Andrea Levy
2606,Bill Buford
22580,Julie Orringer
6582,Antonia Fraser
342135,Katherine Howe
17054,Kim Harrison
9993,Mark Dunn
6585995,Lilian Roberts
6225,Daniel Mendelsohn
2561660,Clive Blake
1387050,Julie Rollins
5100743,Alexei Maxim Russell
88550,Joseph Boyden
6485178,Fredrik Backman
9950,Ron Chernow
7210024,Claire North
1599723,Michael  Grant
183819,John Elder Robison
1214964,Ta-Nehisi Coates
981834,Tom Rob Smith
5430144,Colleen Hoover
493232,Paolo Giordano
10020,Lorna Landvik
4575289,Leigh Bardugo
4385839,Tina Fey
2891665,Gail Carriger
98389,Richard Belzer
51304,Catherine Anderson
16376765,Aldrin Mathew
182835,Philip Sington
31428,Kiran Desai
711,Rick Warren
68959,Gene Luen Yang
7377174,Chris-Jean Clarke
3446736,Todd Burpo
2261547,Rachel Hawkins
3567958,Isabel Wilkerson
1251730,Matthew Quick
383606,Robert Galbraith
40593,Gabrielle Zevin
466,Jon Stewart
4086715,Kendare Blake
628636,Jenny Downham
5193034,Tracey Garvis Graves
4343092,Amish Tripathi
1429808,MaryJanice Davidson
119121,Conn Iggulden
1448,Karen Joy Fowler
8297430,B.M.B. Johnson
13910299,Sandip Khade
34049,John Flanagan
13528752,James Faro
48557,Chelsea Cain
5375385,Scott McElhaney
37613,Glen Duncan
8730,Naomi Novik
33919,Jeff VanderMeer
88506,Joe Hill
132420,Kate Grenville
1238,Nelson DeMille
4346642,R.D. Ronald
940746,William T. Vollmann
298438,Kerstin Gier
904939,Terry Hayes
6466778,Helene Wecker
785914,Barbara Demick
904719,Jo Nesbø
28995,David Mazzucchelli
7374,Nicola Barker
52458,Luis Alberto Urrea
157663,Angie Sage
1192311,Claudia Gray
173491,E. Lockhart
3041100,Andrea Cremer
133538,Christopher McDougall
15049422,Angie Thomas
3407448,Ruta Sepetys
27498,Erin Hunter
16496,Richard K. Morgan
3486415,Amanda Hocking
47104,Melina Marchetta
3290920,Cynthia Hand
21982,Alison Bechdel
8864,Richard Flanagan
6589431,Duncan Whitehead
6978127,G.X. Chen
7458878,Graça Jacinto
15606198,Nikki Moyes
8442873,Ammar Habib
53597,Scarlett Thomas
13476382,Brian  Courtney
7193037,K.L. Randis
44085,Elena Ferrante
6200344,Karl Wiggins
28010,Chris Crutcher
3433502,Lindsay Anne Kendal
5043259,Domenico Italo Composto-Hart
1441,Ted Dekker
11781,Alan Bennett
8416438,James Sillwood
8550628,Jim  Dwyer
2995873,Julie Kagawa
15376492,Nathan  Hill
690619,Lauren Groff
12437,Gary Shteyngart
24514,Brian K. Vaughan
51942,Sharon M. Draper
4637539,Tahereh Mafi
8178,Carl Hiaasen
2821144,Ellen Hopkins
21748,Ilona Andrews
7410148,Onyeka
103952,Mende Nazer
599916,Tabitha Suzuma
55397,Nadine Gordimer
2875124,Heather Gudenkauf
8898,Bob Dylan
72401,Daniel Kahneman
1483,Joseph J. Ellis
14577,Jen Lancaster
322069,Liane Moriarty
16203,Rory Stewart
4408937,Paul Murray
15890,Trudi Canavan
5763697,Non Nomen
6520851,Michal Siwiec
6983518,M.P. Attardo
6894841,Felix Abt
7801640,Donnie  Smith
7834076,Daniel M. Harrison
15715539,Miquel Reina
64761,Anne Applebaum
6940334,Avery Aster
1351903,Colm Tóibín
4154802,C.C. Hunter
130166,Cynthia Lord
6889132,B. Kristin McMichael
5816574,Andrew P. Weston
2347,Jeanne DuPrau
4537214,Vanessa Diffenbaugh
47672,Trenton Lee Stewart
10029,Colson Whitehead
7079,Ben Fountain
753573,Ron Currie Jr.
5437976,J.A. Redmerski
6162,Nuala O&#39;Faolain
3407,Antony Beevor
22004,Charles C. Mann
24214,Rusty Young
52320,Elizabeth E. Wein
2928223,Chris Abani
165168,Derek Landy
8170,William  Boyd
327737,W. Bruce Cameron
837804,Steve Toltz
4992939,Katherine Boo
5274234,Carol Rifka Brunt
1074866,Alan Bradley
8885,George Saunders
21770,Keith Donohue
5804101,Anthony Ryan
794012,Philipp Meyer
3066198,Tom Rachman
1588088,Maria Semple
2917917,N.K. Jemisin
4841310,Benjamin Alire Sáenz
125736,Tom Franklin
3090079,Shilpi Somaya Gowda
74078,Sandra Dallas
4577916,Macel Ely II
26250,Patricia McCormick
1302285,Isaac Marion
5023,Jacqueline Winspear
5989255,Anthony Marra
1612,Jeffery Deaver
190922,Justina Chen
972440,Hillary Jordan
5807106,Iain M. Banks
4470653,S.J. Watson
44942,Pete Hamill
4629065,Amber Argyle
6984726,Allie Brosh
14220744,Tiffany McDaniel
4564292,Joseph Rinaldo
7857144,Lola Smirnova
5077755,Jonathan Culver
7558024,Taylor Ann Bunker
1402293,Janie Pendleton
8128206,Shareef Mabrouk
13769153,Pratik Patil
325606,Maria Fairweather
66631,Marisa de los Santos
8794,Charles Stross
10990528,Spike Pitt
276660,Joe Abercrombie
3027554,Kiersten White
11783,Richard Powers
469747,Erika Mailman
4575371,Katie McGarry
996279,Zachary Mason
1605242,Richard  Murphy
2973783,Alexandra Bracken
9343,Kate Mosse
13900,Alexandra Fuller
965819,Jo Baker
97389,Brady Udall
18149,Tess Gerritsen
50743,Ethan Canin
2476,Noam Chomsky
5815562,Susan Abulhawa
11664,David Levithan
47072,John Hart
4750548,Ezra Barany
4562483,Sylvain Reynard
571131,Eleanor Brown
485392,Jane Mayer
164187,Jennifer Lynn Barnes
2362,Marisha Pessl
13271,Samantha Power
29011,Kathi Appelt
38809,James Rollins
56064,Marlon James
18344,Joyce Reardon
170658,L.A. Meyer
16560,Dan Chaon
4637369,Veronica Rossi
442240,Blake Crouch
25254,Russell Shorto
15907,Tom Perrotta
4598040,Haresh Daswani
1676417,Jesmyn Ward
171414,Howard Jacobson
1036736,Katherine Applegate
963811,A.J. Jacobs
2910748,Brian Celio
12676,Heather O&#39;Neill
2829101,Leonard Seet
13612458,Donald Jans
5143595,Tom   Davis
3353516,Amy Plum
51162,Lolly Winston
4467375,Sarah Jio
8341870,J. Armand
32401,Alison Croggon
13544944,Nataša Nuit Pantović
1129509,Sofi Oksanen
4487674,Moira Young
179712,Chris d&#39;Lacey
54066,Andre Agassi
225033,David  Wong
1107101,Joseph Sweet
8108373,Mya Robarts
30757,Tom McCarthy
194243,Louise Penny
16987279,Muhammad Mustafa al-ʿAzami
134980,Herta Müller
6474348,Pierce Brown
1088758,Dexter Filkins
7027588,Melody Laughlin
104437,Debra Dean
3032451,Siddhartha Mukherjee
269069,Michelle Moran
357601,Rachel Hartman
4371731,Paul Harding
395622,Ron Paul
4428,Kresley Cole
4194881,Stephen Greenblatt
3006839,Randy Susan Meyers
194416,Mindy Kaling
3406550,Josephine Angelini
6914204,Robin LaFevers
25422,Holly Black
56358,Rene Denfeld
27379,Philip Reeve
1956402,Daniel Suarez
172487,Brom
6466759,Katja Millay
127405,Christian Kracht
36346,Jennifer Donnelly
686103,Anchee Min
688672,Kathryn Erskine
33031,Ian Rankin
61124,Chetan Bhagat
6154020,Arun D. Ellis
5122816,J.M. Johnson
2716,Glen David Gold
44565,Candice Millard
5042201,John Tiffany
218843,William Landay
3153776,Mira Grant
16807,Bryan Lee O&#39;Malley
12623,Rajiv Chandrasekaran
6366,Margaret MacMillan
3499,Lalita Tademy
10482,Jeff Lindsay
7025,Gregory Maguire
169377,Seth Grahame-Smith
93575,Meg Rosoff
79510,Sebastian Barry
86085,Blue Balliett
10317,Maureen Johnson
2931,Ruth Downie
415967,Rachel Vincent
5562501,Emmi Itäranta
6429,Curtis Sittenfeld
157979,Claudia Rankine
134408,Peter Heller
9550,Laurell K. Hamilton
1116816,Dave Cullen
41209,Jennifer Haigh
788461,Dan Ariely
4586597,R.L. Mathewson
12425,Robert Kirkman
225455,Maryrose Wood
55473,Jeremy Scahill
9219,Adriana Trigiani
21618,Raina Telgemeier
52989,Julie Anne Peters
135829,Cecilia Dart-Thornton
5333595,Sheryl Sandberg
2096360,Aprilynne Pike
42775,Yōko Ogawa
2903247,Lucy Christopher
14617,Margaret Peterson Haddix
13847588,Tan Twan Eng
26372,Kathy Reichs
4864634,C.J. Redwine
1042875,Teju Cole
12589,Steven Millhauser
4492558,M.G. Wells
1429844,Brett Axel
854392,Patrick Holland
6717186,Norene Moskalski
5371010,Michael Haden
17596266,Allan C. Weisbecker
7163748,Melinda De Ross
8187644,Danelle O&#39;Donnell
10347331,Chuck U. Farlie
13763089,Scott Robert Scheller
13829147,Michael D. Durkota
12106810,Marcus L. Lukusa
14178912,Lee Burvine
14726163,Zoltan Andrejkovics
16900628,Tessa Clare
4846217,John Zunski
25376,Ian McDonald
7873610,Lucian Bane
8433724,Thomas Sweeney
4077409,James R. Hannibal
5130924,Michael  West
7153266,Tali Carmi
8507331,Neva Squires-Rodriguez
13652897,M.H. Boroson
13929,Adrian Nicole LeBlanc
3275595,T. Rafael Cimino
6975,Peter Matthiessen
7376084,Renée Paule
39367,Peter R. Pouncey
7843984,Erez Aharoni
8423214,Allison Goh
432859,Jennifer Brown
2922229,André Aciman
5332020,Vaddey Ratner
7008445,D.M. Wolfenden
324097,Christopher WunderLee
486812,Susanna Kearsley
1144014,C.B. Smith
24902,Kelly Link
10740,Ellen Meloy
6637,Diane Ackerman
7414345,Jami Brumfield
20295,Stephen Baxter
18282,Lisa Gardner
4500323,Alice Ozma
21911,Melissa de la Cruz
4197193,Sarah Winman
23013,Edmund Morris
56281,Paul Rusesabagina
29101,David Graeber
4826501,Tammara Webber
164170,Harun Yahya
28589,William H. Patterson Jr.
379290,Marcus Luttrell
8415755,Tamara Philip
363405,Elizabeth Scott
154409,Steve López
2802650,علي محمد الصلابي
23876,Doug Stanton
112052,Patrick Modiano
14655,Jeff Shaara
4890182,Susan Ee
8080,Michael Morpurgo
37519,Victoria Hislop
27276,Robert Charles Wilson
341493,Craig Silvey
378209,Min Jin Lee
126211,Donald McCaig
6542440,Elif Shafak
19696,Greg Iles
40882,Robert K. Massie
19053,Carolyn Meyer
16201099,Scott  Curtis
1251771,Barton Gellman
16495,Michael Azerrad
42456,David Clarke
22782,George Carlin
104017,David Small
1443712,Carrie Ryan
1083757,Jonathan Evison
128556,Brock Clarke
114558,Rory Freedman
32137,Ben Macintyre
7770873,Sabaa Tahir
5780686,Liu Cixin
3427915,Steve  Morris
80808,Helen Oyeyemi
1192027,Derek B. Miller
45539,Keith Richards
1236,John Eldredge
266461,Robert Goolrick
56836,Simon Mawer
25052,Brandon Mull
146797,Elizabeth Haynes
274533,Simone Elkeles
155829,Jeanne Birdsall
4512224,Lindsay Buroker
1033445,Uwem Akpan
12542,Bernard Cornwell
9291,David Baldacci
45886,Lisa Moore
11912,Jude Watson
90150,Carrie Fisher
2788,Eric R. Kandel
96375,Gary D. Schmidt
2974095,Kate Quinn
486329,Daniel James Brown
249385,Jesse Ventura
7773619,Kyung-Sook Shin
26163,Jonathan Tropper
31723,Percival Everett
32716,Apostolos K. Doxiadis
6450261,Sonali Deraniyagala
59390,Grace Lin
25591,Enrique Vila-Matas
48192,Gena Showalter
63640,Aminatta Forna
2063919,Michael J. Sullivan
5868605,G.B. Hope
107079,Manning Marable
514824,Julia Hoban
93970,Sara Shepard
15496,Amos Oz
146374,Joseph Delaney
202311,Chuck Hogan
22542,Megan Whalen Turner
2497,Jack Weatherford
9996,Richard   Preston
4902564,Lissa Price
31688,M.T. Anderson
1026961,Shelley Adina
117366,Keigo Higashino
99356,Chris Stewart
110194,Riverbend
121579,Kirby Larson
3365457,Ann Leckie
18741,Max Barry
1238111,Marie Rutkoski
327175,Thomas O&#39;Callaghan
375626,Lara Adrian
832040,Daniel Glattauer
1379540,Francisco X. Stork
4090011,S.C. Gwynne
159090,Tim Weiner
36103,Shane Claiborne
13139,Rachel Cohn
119755,Michelle Paver
